Table: Ground-state properties of even-even nuclei calculated by the DRHBc theory

Z				Proton number
N				Neutron number
A				Mass number
Eb_cal			(MeV) Binding energy from DRHBc calculations
Ebrot_cal		(MeV) Binding energy plus rotational correction energy from DRHBc calculations, which is suggested to be compared with the experimental value
Eb_exp			(MeV) Binding energy from experimental data
S2n				(MeV) Two-neutron separation energy
S2p				(MeV) Two-proton separation energy
Rn				(fm) Neutron root-mean-square radius
Rp				(fm) Proton root-mean-square radius
Rm				(fm) Matter root-mean-square radius
Rch_cal			(fm) Charge radius from DRHBc calculations
Rch_exp			(fm) Charge radius from experimental data
beta_n			Neutron quadrupole deformation
beta_p			Proton quadrupole deformation
beta_t			Matter quadrupole deformation
lam_n			(MeV) Neutron Fermi surface
lam_p			(MeV) Proton Fermi surface

Note: Unavailable data are shown by ####

Z	A	N	Eb_cal	Ebrot_cal	Eb_exp	S2n	S2p	    Rn	    Rp	    Rm	    Rch_cal	Rch_exp	beta_n	beta_p	beta_t	lam_n	lam_p
54	170	116	1249.65	1251.46	####	4.26	34.82	5.69	5.06	5.50	5.13	####	-0.076	-0.084	-0.079	-2.25	-17.19
54	172	118	1254.14	1255.28	####	4.49	36.13	5.73	5.08	5.53	5.15	####	0.103	0.132	0.112	-2.22	-17.70
54	174	120	1258.30	1259.37	####	4.16	37.39	5.76	5.10	5.56	5.16	####	0.096	0.128	0.106	-1.96	-18.19
54	176	122	1262.05	1263.49	####	3.75	38.53	5.78	5.11	5.59	5.18	####	0.070	0.093	0.077	-1.71	-18.79
54	178	124	1265.27	1265.27	####	3.22	39.35	5.80	5.13	5.61	5.19	####	0.000	0.000	0.000	-1.73	-19.29
54	180	126	1268.66	1268.66	####	3.39	40.57	5.82	5.15	5.63	5.21	####	0.000	0.000	0.000	-0.55	-19.89
54	182	128	1268.10	1268.10	####	-0.56	40.77	5.88	5.16	5.68	5.22	####	0.000	0.000	0.000	0.20	-20.01
56	114	58	918.94	921.43	922.22	25.41	0.41	4.62	4.67	4.64	4.74	####	0.251	0.257	0.254	-12.55	0.48
56	116	60	944.23	946.86	####	25.29	3.05	4.72	4.74	4.73	4.81	####	0.404	0.409	0.406	-12.63	-1.20
56	118	62	967.42	970.46	####	23.19	4.37	4.75	4.75	4.75	4.82	####	0.398	0.403	0.400	-11.51	-2.00
56	120	64	989.97	992.83	993.64	22.56	5.77	4.77	4.73	4.75	4.80	4.81	0.338	0.330	0.334	-11.27	-2.50
56	122	66	1011.95	1014.69	1015.50	21.98	7.30	4.80	4.75	4.78	4.81	4.82	0.336	0.328	0.332	-10.79	-3.17
56	124	68	1032.88	1035.41	1036.12	20.93	8.58	4.84	4.76	4.80	4.83	4.82	0.331	0.323	0.328	-10.14	-3.77
56	126	70	1052.27	1054.82	1055.84	19.38	9.80	4.85	4.75	4.81	4.82	4.82	0.275	0.268	0.272	-9.66	-4.32
56	128	72	1071.22	1073.57	1074.69	18.95	10.61	4.87	4.75	4.82	4.82	4.83	0.225	0.228	0.226	-9.49	-4.74
56	130	74	1089.69	1091.91	1092.72	18.47	11.63	4.90	4.76	4.84	4.82	4.83	0.192	0.201	0.196	-9.14	-5.28
56	132	76	1107.47	1109.58	1110.04	17.78	12.60	4.93	4.76	4.86	4.83	4.83	0.154	0.169	0.160	-8.87	-5.81
56	134	78	1124.91	1126.88	1126.70	17.44	13.73	4.95	4.77	4.88	4.84	4.83	0.114	0.132	0.122	-8.71	-6.38
56	136	80	1142.11	1143.74	1142.77	17.20	15.05	4.98	4.78	4.89	4.84	4.83	0.065	0.079	0.071	-8.62	-7.04
56	138	82	1159.78	1159.78	1158.29	17.67	16.57	5.00	4.78	4.91	4.85	4.84	0.000	0.000	0.000	-6.83	-7.87
56	140	84	1168.28	1168.28	1169.44	8.51	17.68	5.05	4.81	4.95	4.87	4.87	0.000	0.000	0.000	-4.35	-8.48
56	142	86	1178.33	1180.15	1180.16	10.04	18.79	5.11	4.84	5.00	4.91	4.90	0.156	0.154	0.155	-5.22	-8.89
56	144	88	1188.60	1190.31	1190.23	10.27	20.28	5.16	4.87	5.05	4.93	4.92	0.201	0.190	0.197	-5.02	-9.57
56	146	90	1197.91	1199.99	1199.47	9.32	21.71	5.21	4.89	5.09	4.96	4.95	0.218	0.204	0.213	-4.60	-10.26
56	148	92	1206.70	1208.92	1208.29	8.78	23.09	5.25	4.91	5.13	4.98	4.97	0.234	0.216	0.227	-4.38	-10.92
56	150	94	1215.03	1217.32	1216.78	8.33	24.38	5.30	4.94	5.17	5.00	####	0.252	0.229	0.244	-4.17	-11.55
56	152	96	1223.02	1225.34	####	7.99	25.64	5.34	4.96	5.21	5.03	####	0.280	0.250	0.269	-4.02	-12.21
56	154	98	1230.83	1233.08	####	7.81	26.99	5.39	5.00	5.25	5.06	####	0.320	0.284	0.307	-3.90	-13.01
56	156	100	1238.27	1240.48	####	7.43	28.20	5.44	5.03	5.30	5.10	####	0.350	0.317	0.338	-3.59	-13.67
56	158	102	1244.90	1247.20	####	6.63	29.00	5.48	5.04	5.33	5.11	####	0.339	0.309	0.328	-3.26	-14.04
56	160	104	1251.02	1253.40	####	6.12	29.74	5.51	5.05	5.35	5.12	####	0.316	0.287	0.306	-3.10	-14.37
56	162	106	1256.92	1259.29	####	5.90	30.42	5.54	5.06	5.38	5.13	####	0.295	0.269	0.286	-2.99	-14.75
56	164	108	1262.62	1264.93	####	5.71	31.03	5.57	5.08	5.41	5.14	####	0.278	0.256	0.270	-2.86	-15.16
56	166	110	1268.03	1270.25	####	5.41	31.57	5.60	5.09	5.43	5.15	####	0.257	0.239	0.251	-2.69	-15.56
56	168	112	1273.16	1275.19	####	5.13	32.14	5.62	5.09	5.45	5.15	####	-0.179	-0.161	-0.173	-2.68	-15.62
56	170	114	1278.22	1280.25	####	5.06	32.83	5.65	5.10	5.47	5.16	####	-0.148	-0.137	-0.144	-2.62	-15.97
56	172	116	1283.32	1285.32	####	5.10	33.67	5.68	5.11	5.50	5.17	####	0.126	0.138	0.130	-2.72	-16.30
56	174	118	1288.56	1290.42	####	5.25	34.43	5.71	5.12	5.53	5.18	####	0.095	0.114	0.101	-2.66	-16.66
56	176	120	1293.69	1295.37	####	5.12	35.39	5.74	5.13	5.55	5.19	####	0.079	0.100	0.086	-2.52	-17.12
56	178	122	1298.50	1299.97	####	4.81	36.45	5.77	5.15	5.58	5.21	####	0.065	0.085	0.071	-2.32	-17.68
56	180	124	1303.00	1303.00	####	4.50	37.73	5.79	5.16	5.60	5.23	####	0.000	0.000	0.000	-2.33	-18.46
56	182	126	1307.58	1307.58	####	4.59	38.92	5.81	5.18	5.63	5.24	####	0.000	0.000	0.000	-0.71	-19.05
56	192	136	1307.90	1309.42	####	0.39	40.33	6.07	5.26	5.85	5.32	####	0.211	0.152	0.194	-0.25	-19.67
56	194	138	1308.22	1309.74	####	0.32	40.85	6.12	5.28	5.89	5.34	####	0.227	0.166	0.209	-0.18	-19.94
56	196	140	1308.35	1309.92	####	0.13	41.43	6.16	5.29	5.93	5.35	####	0.234	0.173	0.216	-0.08	-20.21
56	198	142	1308.30	1309.94	####	-0.05	41.82	6.20	5.31	5.96	5.37	####	0.234	0.175	0.217	-0.01	-20.46
58	116	58	917.91	920.58	####	29.05	-1.03	4.77	4.86	4.81	4.92	####	0.517	0.540	0.529	-14.60	0.62
58	118	60	945.66	948.33	####	27.76	1.43	4.73	4.79	4.76	4.86	####	0.410	0.426	0.418	-13.52	-0.31
58	120	62	970.69	973.78	####	25.02	3.27	4.79	4.83	4.81	4.89	####	0.447	0.469	0.458	-12.26	-1.14
58	122	64	994.38	997.41	####	23.70	4.41	4.81	4.82	4.81	4.88	####	0.412	0.428	0.420	-11.77	-1.79
58	124	66	1017.43	1020.13	####	23.04	5.48	4.83	4.81	4.82	4.88	####	0.374	0.383	0.378	-11.33	-2.33
58	126	68	1039.30	1041.88	1042.43	21.87	6.41	4.86	4.81	4.83	4.88	####	0.351	0.355	0.353	-10.66	-2.79
58	128	70	1059.80	1062.50	1063.29	20.50	7.53	4.96	4.90	4.93	4.97	####	0.469	0.486	0.477	-10.23	-3.80
58	130	72	1079.67	1082.24	1083.32	19.88	8.45	4.99	4.91	4.96	4.98	####	0.466	0.479	0.472	-9.27	-4.44
58	132	74	1099.10	1101.44	1102.51	19.42	9.41	4.91	4.80	4.86	4.87	####	0.205	0.216	0.210	-9.69	-4.25
58	134	76	1117.96	1120.22	1121.01	18.87	10.49	4.94	4.81	4.88	4.87	####	0.164	0.181	0.172	-9.40	-4.79
58	136	78	1136.47	1138.59	1138.83	18.51	11.57	4.96	4.81	4.90	4.88	4.87	0.122	0.142	0.131	-9.29	-5.33
58	138	80	1154.99	1154.99	1156.03	18.52	12.88	4.98	4.81	4.91	4.88	4.87	0.000	0.000	0.000	-9.72	-6.06
58	140	82	1174.34	1174.34	1172.68	19.35	14.57	5.01	4.82	4.93	4.89	4.88	0.000	0.000	0.000	-7.50	-6.74
58	142	84	1184.13	1184.13	1185.28	9.79	15.85	5.06	4.85	4.97	4.91	4.91	0.000	0.000	0.000	-4.97	-7.38
58	144	86	1194.92	1196.76	1197.33	10.79	16.59	5.11	4.88	5.02	4.94	4.93	0.154	0.156	0.155	-5.85	-7.86
58	146	88	1206.54	1208.28	1208.66	11.62	17.94	5.16	4.91	5.06	4.97	4.96	0.204	0.202	0.203	-5.69	-8.51
58	148	90	1217.14	1219.31	1219.58	10.60	19.23	5.21	4.93	5.10	5.00	4.99	0.222	0.217	0.220	-5.24	-9.14
58	150	92	1228.11	1230.28	1230.17	10.97	21.41	5.29	5.00	5.18	5.07	####	0.343	0.341	0.342	-5.36	-10.64
58	152	94	1237.82	1240.17	####	9.70	22.78	5.32	5.02	5.21	5.08	####	0.343	0.336	0.340	-4.85	-11.21
58	154	96	1247.15	1249.51	####	9.34	24.13	5.36	5.03	5.24	5.10	####	0.347	0.335	0.343	-4.68	-11.77
58	156	98	1256.20	1258.53	####	9.05	25.37	5.40	5.06	5.28	5.12	####	0.357	0.342	0.352	-4.50	-12.31
58	158	100	1264.92	1266.82	####	8.71	26.65	5.45	5.09	5.32	5.15	####	0.380	0.365	0.375	-4.06	-12.91
58	160	102	1272.16	1274.52	####	7.24	27.26	5.48	5.10	5.34	5.16	####	0.367	0.352	0.361	-3.56	-13.22
58	162	104	1279.09	1281.57	####	6.93	28.07	5.57	5.17	5.43	5.23	####	0.463	0.448	0.457	-3.40	-13.81
58	164	106	1285.42	1287.89	####	6.33	28.50	5.60	5.18	5.46	5.24	####	0.452	0.438	0.447	-3.11	-14.17
58	166	108	1291.94	1294.29	####	6.52	29.31	5.56	5.11	5.41	5.18	####	0.289	0.271	0.283	-3.28	-14.19
58	168	110	1298.21	1300.44	####	6.28	30.18	5.60	5.13	5.44	5.19	####	0.273	0.257	0.267	-3.06	-14.59
58	170	112	1303.94	1306.17	####	5.73	30.78	5.62	5.13	5.46	5.20	####	0.244	0.235	0.241	-2.86	-14.90
58	172	114	1309.39	1311.57	####	5.45	31.17	5.65	5.14	5.48	5.20	####	0.204	0.205	0.205	-2.85	-15.12
58	174	116	1314.92	1316.99	####	5.53	31.60	5.67	5.14	5.50	5.21	####	0.158	0.169	0.162	-2.94	-15.31
58	176	118	1320.68	1322.64	####	5.76	32.11	5.70	5.15	5.52	5.21	####	0.094	0.106	0.098	-3.09	-15.60
58	178	120	1326.88	1326.88	####	6.21	33.20	5.72	5.16	5.55	5.22	####	0.000	0.000	0.000	-3.14	-16.17
58	180	122	1333.04	1333.04	####	6.16	34.54	5.75	5.18	5.57	5.24	####	0.000	0.000	0.000	-3.05	-16.64
58	182	124	1339.02	1339.02	####	5.98	36.02	5.78	5.20	5.60	5.26	####	0.000	0.000	0.000	-2.93	-17.13
58	184	126	1344.83	1344.83	####	5.81	37.25	5.80	5.21	5.62	5.27	####	0.000	0.000	0.000	-1.46	-17.63
58	186	128	1344.84	1344.84	####	0.01	37.56	5.85	5.22	5.66	5.29	####	0.000	0.000	0.000	-0.09	-17.85
58	192	134	1345.35	1346.76	####	0.59	37.84	6.00	5.27	5.79	5.33	####	0.178	0.125	0.162	-0.49	-18.49
58	194	136	1346.21	1347.74	####	0.87	38.32	6.05	5.29	5.83	5.35	####	0.207	0.156	0.192	-0.51	-18.72
58	196	138	1347.09	1348.63	####	0.88	38.88	6.09	5.31	5.87	5.37	####	0.228	0.176	0.212	-0.46	-18.97
58	198	140	1347.78	1349.39	####	0.69	39.43	6.13	5.33	5.91	5.39	####	0.237	0.186	0.222	-0.35	-19.23
58	200	142	1348.25	1349.94	####	0.47	39.95	6.18	5.35	5.95	5.41	####	0.239	0.190	0.225	-0.26	-19.49
58	202	144	1348.68	1350.62	####	0.44	40.57	6.23	5.37	6.00	5.43	####	-0.247	-0.204	-0.235	-0.37	-19.98
58	204	146	1349.26	1351.17	####	0.58	41.19	6.27	5.39	6.03	5.44	####	-0.254	-0.210	-0.241	-0.32	-20.27
58	206	148	1349.72	1351.53	####	0.46	41.74	6.31	5.40	6.07	5.46	####	-0.258	-0.214	-0.246	-0.24	-20.53
58	208	150	1349.97	1351.70	####	0.26	42.26	6.35	5.42	6.10	5.48	####	-0.260	-0.216	-0.248	-0.10	-20.78
58	210	152	1349.93	1351.69	####	-0.05	43.59	6.38	5.43	6.13	5.49	####	-0.255	-0.212	-0.243	0.02	-20.98
60	120	60	945.40	947.83	####	####	-0.26	4.74	4.83	4.79	4.90	####	0.411	0.433	0.422	-14.36	1.29
60	122	62	971.81	974.47	####	26.41	1.12	4.78	4.84	4.81	4.91	####	0.418	0.431	0.425	-12.93	-0.80
60	124	64	996.96	999.47	####	25.15	2.58	4.81	4.85	4.83	4.91	####	0.404	0.418	0.411	-12.41	-0.38
60	126	66	1021.13	1023.53	####	24.17	3.70	4.84	4.85	4.85	4.92	####	0.389	0.405	0.396	-11.84	-1.05
60	128	68	1043.88	1046.45	####	22.75	4.58	4.87	4.86	4.87	4.93	####	0.375	0.391	0.383	-11.18	-1.72
60	130	70	1065.65	1068.44	1068.93	21.77	5.85	4.94	4.91	4.93	4.97	####	0.429	0.437	0.433	-10.80	-2.36
60	132	72	1086.84	1089.59	1089.90	21.19	7.17	4.99	4.93	4.97	5.00	4.92	0.451	0.459	0.455	-9.90	-3.03
60	134	74	1106.46	1108.93	1110.26	19.62	7.36	4.92	4.85	4.89	4.91	4.91	0.218	0.233	0.224	-10.21	-3.28
60	136	76	1126.35	1128.81	1129.96	19.89	8.38	4.95	4.85	4.90	4.91	4.91	0.174	0.193	0.182	-9.92	-3.77
60	138	78	1145.92	1148.17	1148.92	19.57	9.45	4.97	4.85	4.92	4.91	4.91	0.126	0.148	0.136	-9.87	-4.32
60	140	80	1165.77	1165.77	1167.30	19.85	10.78	4.99	4.85	4.93	4.91	4.91	0.000	0.000	0.000	-10.37	-4.96
60	142	82	1186.40	1186.40	1185.14	20.63	12.05	5.01	4.85	4.95	4.92	4.91	0.000	0.000	0.000	-7.04	-5.56
60	144	84	1197.43	1197.43	1199.08	11.03	13.29	5.06	4.88	4.99	4.94	4.94	0.000	0.000	0.000	-5.59	-6.18
60	146	86	1209.47	1211.33	1212.40	12.04	14.55	5.12	4.91	5.03	4.98	4.97	0.152	0.157	0.154	-6.46	-6.88
60	148	88	1222.45	1224.24	1225.02	12.98	15.90	5.17	4.95	5.08	5.01	5.00	0.210	0.218	0.213	-6.36	-7.54
60	150	90	1235.21	1237.53	1237.44	12.76	18.07	5.26	5.03	5.17	5.10	5.04	0.365	0.380	0.371	-6.79	-8.67
60	152	92	1248.39	1250.52	1250.05	13.18	20.28	5.29	5.05	5.19	5.11	####	0.353	0.370	0.360	-6.01	-9.17
60	154	94	1259.34	1261.67	1261.62	10.95	21.53	5.33	5.06	5.23	5.13	####	0.362	0.374	0.367	-5.44	-9.81
60	156	96	1269.85	1272.17	1272.39	10.51	22.69	5.37	5.08	5.26	5.15	####	0.371	0.377	0.373	-5.23	-10.44
60	158	98	1280.01	1282.18	1282.16	10.16	23.80	5.41	5.10	5.29	5.16	####	0.379	0.380	0.379	-5.03	-11.08
60	160	100	1289.76	1291.66	1291.19	9.75	24.84	5.44	5.12	5.33	5.18	####	0.385	0.381	0.383	-4.52	-11.70
60	162	102	1297.79	1300.12	####	8.03	25.63	5.49	5.14	5.37	5.21	####	0.404	0.393	0.400	-3.98	-12.15
60	164	104	1305.48	1307.91	####	7.69	26.40	5.55	5.18	5.42	5.24	####	0.441	0.418	0.433	-3.77	-12.55
60	166	106	1312.56	1314.98	####	7.07	27.14	5.58	5.19	5.45	5.25	####	0.433	0.413	0.426	-3.49	-12.97
60	168	108	1319.40	1321.76	####	6.85	27.47	5.56	5.16	5.42	5.22	####	0.305	0.297	0.302	-3.62	-13.32
60	170	110	1326.38	1328.63	####	6.98	28.17	5.59	5.17	5.45	5.23	####	0.288	0.280	0.285	-3.41	-13.64
60	172	112	1332.72	1335.08	####	6.34	28.78	5.62	5.17	5.47	5.24	####	0.264	0.260	0.262	-3.10	-13.94
60	174	114	1338.61	1340.95	####	5.89	29.22	5.64	5.18	5.49	5.24	####	0.226	0.231	0.228	-3.04	-14.17
60	176	116	1344.54	1346.72	####	5.93	29.62	5.66	5.18	5.50	5.24	####	0.178	0.190	0.182	-3.17	-14.39
60	178	118	1351.13	1353.10	####	6.60	30.46	5.69	5.18	5.52	5.24	####	-0.110	-0.107	-0.109	-3.30	-14.78
60	180	120	1357.63	1357.63	####	6.50	30.74	5.71	5.19	5.54	5.25	####	0.041	0.046	0.043	-3.51	-14.92
60	182	122	1364.53	1364.53	####	6.90	31.49	5.74	5.20	5.57	5.26	####	0.000	0.000	0.000	-3.44	-15.28
60	184	124	1371.29	1371.29	####	6.76	32.27	5.77	5.22	5.59	5.28	####	0.000	0.000	0.000	-3.33	-15.69
60	186	126	1377.91	1377.91	####	6.62	33.07	5.79	5.23	5.62	5.29	####	0.000	0.000	0.000	-1.10	-16.10
60	188	128	1378.45	1378.45	####	0.54	33.61	5.84	5.25	5.65	5.31	####	0.000	0.000	0.000	-0.36	-16.38
60	190	130	1378.95	1378.95	####	0.50	34.14	5.88	5.26	5.69	5.32	####	0.000	0.000	0.000	-0.34	-16.65
60	192	132	1379.99	1381.30	####	1.04	35.23	5.94	5.28	5.74	5.34	####	0.141	0.100	0.128	-0.74	-17.21
60	194	134	1381.34	1382.77	####	1.36	36.00	5.98	5.31	5.78	5.37	####	0.174	0.129	0.160	-0.74	-17.56
60	196	136	1382.68	1384.22	####	1.33	36.47	6.03	5.33	5.82	5.39	####	0.200	0.153	0.186	-0.74	-17.83
60	198	138	1384.01	1385.57	####	1.33	36.91	6.07	5.35	5.86	5.40	####	0.222	0.175	0.208	-0.70	-18.07
60	200	140	1385.29	1387.10	####	1.29	37.51	6.14	5.39	5.93	5.45	####	-0.255	-0.238	-0.250	-0.94	-18.57
60	202	142	1386.78	1388.71	####	1.49	38.53	6.18	5.41	5.96	5.47	####	-0.260	-0.242	-0.255	-0.72	-18.87
60	204	144	1387.98	1389.99	####	1.19	39.29	6.22	5.42	5.99	5.48	####	-0.263	-0.242	-0.257	-0.63	-19.14
60	206	146	1389.04	1391.05	####	1.07	39.78	6.25	5.44	6.03	5.50	####	-0.266	-0.242	-0.259	-0.57	-19.41
60	208	148	1389.99	1391.91	####	0.95	40.27	6.29	5.45	6.06	5.51	####	-0.269	-0.242	-0.261	-0.49	-19.67
60	210	150	1390.75	1392.55	####	0.75	40.77	6.32	5.47	6.09	5.53	####	-0.271	-0.243	-0.263	-0.35	-19.93
60	212	152	1391.16	1392.96	####	0.42	41.24	6.36	5.48	6.12	5.54	####	-0.271	-0.243	-0.263	-0.18	-20.20
60	214	154	1391.26	1393.13	####	0.10	41.59	6.39	5.50	6.15	5.55	####	-0.264	-0.237	-0.257	-0.07	-20.43
60	216	156	1391.20	1393.09	####	-0.06	41.91	6.42	5.50	6.18	5.56	####	-0.252	-0.225	-0.244	-0.02	-20.62
62	128	66	1021.46	1024.30	####	####	0.33	4.85	4.90	4.87	4.96	####	0.385	0.404	0.395	-12.68	0.32
62	130	68	1045.93	1048.74	####	24.48	2.06	4.88	4.90	4.89	4.96	####	0.366	0.383	0.374	-12.04	-0.59
62	132	70	1069.33	1072.20	####	23.40	3.68	4.91	4.91	4.91	4.97	####	0.354	0.366	0.360	-11.20	-1.51
62	134	72	1091.75	1094.51	####	22.43	4.92	4.99	4.96	4.98	5.03	####	0.438	0.443	0.440	-10.68	-1.99
62	136	74	1111.99	1114.57	1116.00	20.23	5.53	4.94	4.89	4.91	4.95	####	0.233	0.255	0.243	-10.66	-2.40
62	138	76	1132.80	1135.46	1136.83	20.81	6.45	4.96	4.89	4.92	4.95	4.96	0.185	0.208	0.195	-10.40	-2.86
62	140	78	1153.42	1155.76	1156.93	20.62	7.50	4.98	4.88	4.94	4.95	4.96	0.127	0.149	0.137	-10.47	-3.39
62	142	80	1174.46	1174.46	1176.60	21.05	8.69	4.99	4.88	4.94	4.95	4.95	0.000	0.000	0.000	-10.98	-3.99
62	144	82	1196.30	1196.30	1195.73	21.83	9.90	5.02	4.89	4.96	4.95	4.95	0.000	0.000	0.000	-8.75	-4.59
62	146	84	1208.56	1208.56	1210.90	12.26	11.14	5.06	4.91	5.00	4.98	4.98	0.000	0.000	0.000	-6.20	-5.21
62	148	86	1222.12	1224.02	1225.39	13.56	12.65	5.12	4.95	5.05	5.02	5.00	0.152	0.162	0.156	-7.11	-5.96
62	150	88	1236.44	1238.33	1239.24	14.32	13.99	5.17	4.99	5.10	5.05	5.04	0.215	0.232	0.222	-7.05	-6.59
62	152	90	1250.61	1252.73	1253.10	14.17	15.40	5.24	5.04	5.16	5.10	5.08	0.301	0.322	0.309	-7.22	-7.20
62	154	92	1264.79	1266.92	1266.93	14.18	16.41	5.29	5.07	5.20	5.13	5.11	0.339	0.353	0.345	-6.64	-7.67
62	156	94	1277.08	1279.54	1279.98	12.28	17.74	5.32	5.09	5.23	5.15	####	0.347	0.358	0.351	-6.13	-8.38
62	158	96	1289.00	1291.52	1292.01	11.92	19.15	5.36	5.11	5.26	5.17	####	0.356	0.364	0.359	-5.93	-9.09
62	160	98	1300.55	1302.99	1303.14	11.56	20.55	5.40	5.13	5.30	5.19	####	0.369	0.372	0.370	-5.70	-9.76
62	162	100	1311.61	1313.65	1313.43	11.05	21.85	5.44	5.15	5.33	5.21	####	0.379	0.380	0.380	-5.13	-10.37
62	164	102	1320.78	1323.35	1323.12	9.18	22.99	5.48	5.17	5.36	5.23	####	0.383	0.382	0.383	-4.44	-11.00
62	166	104	1329.42	1331.96	####	8.64	23.94	5.55	5.22	5.43	5.28	####	0.450	0.430	0.442	-4.25	-11.36
62	168	106	1337.30	1339.70	####	7.87	24.74	5.53	5.19	5.41	5.25	####	0.341	0.341	0.341	-4.08	-12.04
62	170	108	1345.15	1347.48	####	7.85	25.74	5.56	5.19	5.43	5.26	####	0.319	0.321	0.320	-3.93	-12.42
62	172	110	1352.74	1355.06	####	7.59	26.36	5.59	5.20	5.45	5.26	####	0.299	0.302	0.300	-3.75	-12.77
62	174	112	1359.78	1362.23	####	7.04	27.06	5.62	5.21	5.48	5.27	####	0.280	0.283	0.281	-3.37	-13.15
62	176	114	1366.09	1368.21	####	6.32	27.49	5.63	5.20	5.48	5.26	####	-0.196	-0.191	-0.194	-3.62	-13.43
62	178	116	1372.98	1375.13	####	6.88	28.44	5.66	5.21	5.50	5.27	####	-0.172	-0.169	-0.171	-3.48	-13.75
62	180	118	1379.78	1381.88	####	6.80	28.65	5.68	5.21	5.52	5.27	####	-0.132	-0.134	-0.133	-3.54	-13.96
62	182	120	1386.73	1388.61	####	6.95	29.10	5.70	5.22	5.54	5.28	####	-0.096	-0.100	-0.098	-3.57	-14.21
62	184	122	1394.01	1394.01	####	7.28	29.49	5.73	5.22	5.56	5.28	####	0.027	0.033	0.029	-3.82	-14.40
62	186	124	1401.61	1401.61	####	7.60	30.32	5.75	5.24	5.59	5.30	####	0.000	0.000	0.000	-3.75	-14.81
62	188	126	1409.05	1409.05	####	7.44	31.15	5.78	5.25	5.61	5.31	####	0.000	0.000	0.000	-2.69	-15.23
62	190	128	1410.16	1410.16	####	1.11	31.71	5.82	5.27	5.65	5.33	####	0.000	0.000	0.000	-0.63	-15.52
62	192	130	1411.28	1412.63	####	1.12	32.33	5.87	5.29	5.69	5.35	####	0.096	0.077	0.090	-0.96	-15.88
62	194	132	1413.41	1414.70	####	2.13	33.42	5.92	5.32	5.74	5.38	####	0.153	0.126	0.144	-1.17	-16.33
62	196	134	1415.49	1416.97	####	2.08	34.15	5.97	5.34	5.78	5.40	####	0.180	0.149	0.170	-1.06	-16.71
62	198	136	1417.42	1419.01	####	1.92	34.74	6.01	5.36	5.81	5.42	####	0.202	0.167	0.191	-1.01	-17.03
62	200	138	1419.27	1420.90	####	1.85	35.26	6.05	5.38	5.85	5.44	####	0.223	0.186	0.211	-0.96	-17.32
62	202	140	1421.30	1423.17	####	2.03	36.01	6.13	5.47	5.94	5.53	####	0.354	0.344	0.351	-1.22	-17.93
62	204	142	1423.44	1425.35	####	2.14	36.65	6.17	5.49	5.97	5.55	####	0.363	0.349	0.359	-1.01	-18.27
62	206	144	1425.18	1427.15	####	1.74	37.20	6.20	5.51	6.00	5.57	####	0.368	0.352	0.364	-0.84	-18.58
62	208	146	1426.67	1428.72	####	1.50	37.63	6.23	5.47	6.01	5.53	####	-0.262	-0.243	-0.257	-0.86	-18.40
62	210	148	1428.21	1430.18	####	1.53	38.21	6.26	5.48	6.04	5.54	####	-0.266	-0.244	-0.260	-0.77	-18.70
62	212	150	1429.55	1431.41	####	1.34	38.80	6.30	5.50	6.08	5.56	####	-0.270	-0.247	-0.263	-0.64	-18.99
62	214	152	1430.55	1432.36	####	1.00	39.39	6.33	5.52	6.11	5.57	####	-0.272	-0.249	-0.266	-0.45	-19.29
62	216	154	1431.18	1433.06	####	0.63	39.92	6.36	5.53	6.14	5.59	####	-0.267	-0.245	-0.261	-0.32	-19.57
62	218	156	1431.61	1433.52	####	0.43	40.40	6.39	5.54	6.16	5.60	####	-0.257	-0.236	-0.251	-0.26	-19.84
62	220	158	1431.95	1433.80	####	0.34	40.87	6.42	5.55	6.19	5.61	####	-0.246	-0.226	-0.240	-0.21	-20.10
62	222	160	1432.19	1433.92	####	0.24	41.33	6.45	5.56	6.22	5.62	####	-0.235	-0.217	-0.230	-0.13	-20.35
62	224	162	1432.22	1433.94	####	0.03	41.72	6.48	5.57	6.24	5.63	####	-0.221	-0.206	-0.217	-0.03	-20.57
62	232	170	1432.24	1432.24	####	0.29	41.74	6.60	5.56	6.34	5.62	####	0.000	0.000	0.000	-0.07	-20.58
62	234	172	1432.09	1432.09	####	-0.15	42.34	6.62	5.58	6.36	5.64	####	0.000	0.000	0.000	0.09	-20.89
64	132	68	1046.09	1048.94	####	####	0.16	4.90	4.94	4.92	5.00	####	0.361	0.378	0.369	-12.94	0.30
64	134	70	1071.35	1074.24	####	25.25	2.02	4.93	4.94	4.93	5.01	####	0.354	0.368	0.361	-11.94	-0.60
64	136	72	1094.67	1097.35	####	23.32	2.92	5.00	4.99	5.00	5.06	####	0.429	0.430	0.430	-11.40	-1.01
64	138	74	1115.96	1118.72	####	21.29	3.98	5.01	4.99	5.00	5.05	####	0.378	0.388	0.383	-10.72	-1.64
64	140	76	1137.53	1140.33	1141.70	21.57	4.74	4.97	4.93	4.95	4.99	####	0.197	0.226	0.211	-10.84	-2.02
64	142	78	1159.59	1162.02	1163.02	22.06	6.17	4.99	4.92	4.96	4.99	####	-0.142	-0.159	-0.150	-11.01	-2.77
64	144	80	1181.30	1181.30	1183.96	21.71	6.84	5.00	4.91	4.96	4.98	####	0.000	0.000	0.000	-11.59	-3.08
